147;149;180;236;land;false;plains;1
148;207;173;213;land;false;plains;1
149;185;224;153;land;false;plains;1
150;176;182;191;land;false;urban;1
151;202;252;183;land;false;plains;1
152;127;161;229;land;false;plains;1
153;219;124;223;land;false;plains;1
154;233;175;106;land;false;urban;1
155;179;176;219;land;false;plains;1
156;157;161;215;land;false;plains;1
157;184;196;150;land;false;plains;1
158;197;179;199;land;false;plains;1
159;199;126;253;land;false;plains;1
160;217;237;249;land;false;urban;1
161;219;238;188;land;false;plains;1
162;118;182;201;land;false;plains;1
163;222;249;234;land;false;plains;1
164;213;77;212;land;false;plains;1
165;91;244;191;land;false;plains;1
166;246;249;48;land;false;plains;1
167;206;215;160;land;false;urban;1
168;236;250;108;land;false;plains;1
169;174;161;236;land;false;plains;1
170;206;185;177;land;false;plains;1
171;244;223;127;land;false;plains;1
172;197;209;114;land;false;plains;1
173;246;124;184;land;false;urban;1
174;248;194;190;land;false;plains;1
175;166;157;224;land;false;plains;1
176;215;142;202;land;false;plains;1
177;208;103;200;land;false;plains;1
178;154;219;140;land;false;urban;1
179;239;192;179;land;false;plains;1
180;240;165;109;land;false;urban;1
181;250;206;125;land;false;plains;1
182;247;238;174;land;false;plains;1
183;201;65;252;land;false;plains;1
184;247;240;142;land;false;plains;1
185;150;251;179;land;false;plains;1
186;199;241;130;land;false;plains;1
187;112;214;233;land;false;urban;1
188;142;120;253;land;false;plains;1
189;216;236;81;land;false;plains;1
190;193;161;164;land;false;plains;1
191;218;242;175;land;false;plains;1
192;197;241;203;land;false;urban;1
193;234;158;154;land;false;plains;1
194;173;214;174;land;false;plains;1
195;234;140;137;land;false;plains;1
196;150;216;233;land;false;plains;1
197;123;224;253;land;false;plains;1
198;107;246;184;land;false;plains;1
199;151;107;243;land;false;plains;1
200;91;210;220;land;false;plains;1
201;184;244;89;land;false;plains;1
202;216;163;216;land;false;urban;1
203;243;184;74;land;false;plains;1
204;249;237;71;land;false;urban;1
205;123;222;169;land;false;plains;1
206;248;135;134;land;false;plains;1
207;181;115;236;land;false;plains;1
208;137;247;153;land;false;plains;1
209;127;235;230;land;false;urban;1
210;229;233;180;land;false;plains;1
211;233;154;155;land;false;urban;1
212;206;156;193;land;false;plains;1
213;159;215;152;land;false;plains;1
214;248;45;217;land;false;plains;1
215;217;75;245;land;false;urban;1
216;184;186;213;land;false;urban;1
217;133;244;247;land;false;plains;1
218;195;220;143;land;false;plains;1
219;234;166;225;land;false;plains;1
220;210;222;153;land;false;plains;1
221;183;196;213;land;false;plains;1
222;218;164;162;land;false;plains;1
223;199;234;79;land;false;plains;1
224;225;245;158;land;false;plains;1
225;90;204;211;land;false;plains;1
226;156;227;181;land;false;plains;1
227;164;191;176;land;false;plains;1
228;197;149;239;land;false;plains;1
229;249;54;234;land;false;plains;1
230;251;232;201;land;false;plains;1
231;222;208;137;land;false;plains;1
232;245;75;201;land;false;plains;1
233;82;220;245;land;false;plains;1
234;243;209;63;land;false;plains;1
235;199;161;147;land;false;plains;1
236;44;238;239;land;false;plains;1
237;199;234;77;land;false;plains;1
238;231;240;245;land;false;plains;1
239;213;232;214;land;false;plains;1
240;145;150;232;land;false;plains;1
241;208;144;156;land;false;plains;1
242;246;214;85;land;false;plains;1
243;243;208;52;land;false;plains;1
244;168;182;168;land;false;plains;1
245;243;242;91;land;false;plains;1
246;243;248;214;land;false;plains;1
247;180;226;157;land;false;urban;1
248;72;187;251;land;false;plains;1
249;239;229;168;land;false;urban;1
250;191;220;237;land;false;urban;1
251;225;226;153;land;false;plains;1
252;223;184;153;land;false;urban;1
253;131;246;194;land;false;urban;1
254;240;191;201;land;false;plains;1
255;250;244;245;land;false;plains;1
256;216;178;229;land;false;plains;1
257;253;223;55;land;false;plains;1
258;211;240;175;land;false;plains;1
259;158;249;181;land;false;plains;1
260;183;219;161;land;false;urban;1
261;194;97;254;land;false;plains;1
262;208;194;124;land;false;plains;1
263;254;252;249;land;false;plains;1
264;242;163;174;land;false;plains;1
265;115;156;232;land;false;plains;1
266;236;31;242;land;false;plains;1
267;236;132;145;land;false;plains;1
268;174;196;219;land;false;plains;1
269;170;157;234;land;false;plains;1
270;254;240;100;land;false;urban;1
271;150;238;232;land;false;plains;1
272;179;192;139;land;false;plains;1
273;226;221;200;land;false;plains;1
274;159;239;118;land;false;plains;1
275;157;246;129;land;false;plains;1
276;248;254;193;land;false;plains;1
277;230;46;227;land;false;plains;1
278;220;218;131;land;false;plains;1
279;171;203;170;land;false;plains;1
280;139;238;191;land;false;plains;1
281;237;187;253;land;false;plains;1
282;231;58;240;land;false;plains;1
283;114;188;222;land;false;plains;1
284;215;180;117;land;false;plains;1
285;243;53;238;land;false;plains;1
286;251;236;118;land;false;plains;1
287;74;245;182;land;false;plains;1
288;246;138;190;land;false;plains;1
289;104;212;212;land;false;plains;1
290;136;230;222;land;false;plains;1
291;191;246;200;land;false;urban;1
292;227;203;111;land;false;plains;1
293;205;219;160;land;false;plains;1
294;206;204;244;land;false;plains;1
295;244;163;247;land;false;plains;1
296;132;152;248;land;false;plains;1
297;221;158;183;land;false;plains;1
298;243;236;170;land;false;plains;1
299;187;209;254;land;false;urban;1
300;200;162;140;land;false;plains;1
301;139;186;220;land;false;plains;1
302;253;215;63;land;false;plains;1
303;214;228;141;land;false;plains;1
304;62;253;242;land;false;plains;1
305;245;170;141;land;false;plains;1
306;144;169;202;land;false;plains;1
307;103;252;253;land;false;plains;1
308;202;100;241;land;false;plains;1
309;244;73;213;land;false;plains;1
310;236;141;205;land;false;plains;1
311;244;87;251;land;false;plains;1
312;115;191;231;land;false;plains;1
313;200;226;113;land;false;plains;1
314;212;65;243;land;false;plains;1
315;216;101;191;land;false;urban;1
316;251;221;29;land;false;plains;1
317;253;24;245;land;false;urban;1
318;200;138;226;land;false;plains;1
319;214;216;137;land;false;plains;1
320;250;168;210;land;false;plains;1
321;238;123;191;land;false;plains;1
322;223;235;238;land;false;plains;1
323;248;230;28;land;false;plains;1
324;71;244;211;land;false;plains;1
325;185;206;223;land;false;urban;1
326;227;160;121;land;false;plains;1
327;219;201;160;land;false;plains;1
328;147;185;205;land;false;plains;1
329;254;219;114;land;false;plains;1
330;252;170;89;land;false;plains;1
331;187;228;129;land;false;plains;1
332;240;214;102;land;false;plains;1
333;157;221;127;land;false;plains;1
334;127;236;154;land;false;plains;1
335;229;231;63;land;false;plains;1
336;211;213;170;land;false;plains;1
337;151;248;150;land;false;plains;1
338;189;232;154;land;false;plains;1
339;108;210;224;land;false;plains;1
340;246;245;28;land;false;plains;1
341;198;245;92;land;false;plains;1
342;176;212;148;land;false;plains;1
343;196;247;173;land;false;plains;1
344;218;225;148;land;false;plains;1
345;85;239;213;land;false;plains;1
346;232;207;99;land;false;plains;1
347;172;214;199;land;false;plains;1
348;233;129;153;land;false;plains;1
349;219;111;252;land;false;plains;1
350;182;70;251;land;false;plains;1
351;218;139;231;land;false;plains;1
352;210;149;149;land;false;plains;1
353;132;185;229;land;false;plains;1
354;227;236;81;land;false;plains;1
355;126;242;136;land;false;plains;1
356;150;244;251;land;false;plains;1
357;228;220;85;land;false;plains;1
358;198;198;254;land;false;plains;1
359;196;233;170;land;false;plains;1
360;235;119;147;land;false;plains;1
361;253;222;115;land;false;plains;1
362;236;150;238;land;false;plains;1
363;200;94;244;land;false;plains;1
364;239;247;52;land;false;plains;1
365;188;167;148;land;false;plains;1
366;139;198;183;land;false;plains;1
367;113;207;205;land;false;plains;1
368;226;62;242;land;false;plains;1
369;228;168;144;land;false;plains;1
370;84;251;201;land;false;plains;1
371;173;246;101;land;false;plains;1
372;207;227;96;land;false;plains;1
373;63;207;231;land;false;urban;1
374;146;203;254;land;false;plains;1
375;144;185;175;land;false;plains;1
376;207;171;247;land;false;urban;1
377;221;43;247;land;false;plains;1
378;253;252;18;land;false;plains;1
379;165;151;238;land;false;plains;1
380;159;237;181;land;false;urban;1
381;96;211;247;land;false;plains;1
382;244;206;208;land;false;plains;1
383;94;241;240;land;false;plains;1
384;152;176;207;land;false;plains;1
385;254;65;214;land;false;plains;1
386;229;138;208;land;false;plains;1
387;248;226;186;land;false;plains;1
388;216;151;209;land;false;plains;1
389;223;97;236;land;false;plains;1
390;232;157;204;land;false;plains;1
391;201;166;170;land;false;plains;1
392;209;171;208;land;false;plains;1
393;191;193;221;land;false;plains;1
394;253;46;210;land;false;plains;1
395;99;227;248;land;false;plains;1
396;167;243;149;land;false;plains;1
397;174;251;96;land;false;plains;1
398;220;99;230;land;false;plains;1
399;110;227;244;land;false;plains;1
400;218;243;206;land;false;plains;1
401;212;200;244;land;false;plains;1
402;235;172;123;land;false;plains;1
403;236;244;252;land;false;plains;1
404;231;157;223;land;false;plains;1
405;234;134;187;land;false;plains;1
406;112;236;192;land;false;plains;1
407;173;164;236;land;false;plains;1
408;205;109;202;land;false;plains;1
409;234;175;147;land;false;plains;1
410;240;117;173;land;false;plains;1
411;208;227;210;land;false;plains;1
412;249;153;174;land;false;plains;1
413;187;239;208;land;false;plains;1
414;182;211;188;land;false;plains;1
415;242;215;241;land;false;plains;1
416;136;185;236;land;false;plains;1
417;182;227;171;land;false;plains;1
418;164;236;236;land;false;plains;1
419;128;196;226;land;false;plains;1
420;193;136;185;land;false;plains;1
421;190;248;202;land;false;plains;1
422;171;165;250;land;false;plains;1
423;223;184;174;land;false;plains;1
424;253;101;170;land;false;plains;1
425;125;212;242;land;false;plains;1
426;147;137;226;land;false;plains;1
427;152;208;146;land;false;urban;1
428;131;225;223;land;false;plains;1
429;148;186;188;land;false;plains;1
430;235;140;133;land;false;plains;1
431;249;83;226;land;false;plains;1
432;247;195;237;land;false;plains;1
433;213;179;138;land;false;plains;1
434;108;218;179;land;false;plains;1
435;212;220;71;land;false;plains;1
436;134;205;209;land;false;plains;1
437;149;229;172;land;false;urban;1
438;253;141;219;land;false;plains;1
439;250;158;232;land;false;plains;1
440;221;162;195;land;false;plains;1
441;70;249;208;land;false;plains;1
442;201;251;153;land;false;plains;1
443;176;221;251;land;false;plains;1
444;208;181;113;land;false;plains;1
445;185;159;237;land;false;plains;1
446;171;252;194;land;false;plains;1
447;211;78;246;land;false;urban;1
448;184;204;158;land;false;plains;1
449;186;247;235;land;false;plains;1
450;163;144;242;land;false;plains;1
451;212;157;155;land;false;plains;1
452;165;215;238;land;false;plains;1
453;159;239;190;land;false;plains;1
454;145;220;201;land;false;plains;1
455;241;102;203;land;false;plains;1
456;248;136;135;land;false;urban;1
457;210;218;209;land;false;plains;1
458;75;215;231;land;false;plains;1
459;243;194;96;land;false;plains;1
460;130;237;208;land;false;plains;1
461;181;104;253;land;false;plains;1
462;246;175;159;land;false;plains;1
463;180;230;150;land;false;plains;1
464;246;198;99;land;false;plains;1
465;229;233;145;land;false;plains;1
466;229;229;133;land;false;plains;1
467;145;232;156;land;false;plains;1
468;241;118;223;land;false;plains;1
469;189;159;165;land;false;plains;1
470;155;193;239;land;false;plains;1
471;95;227;240;land;false;plains;1
472;172;215;150;land;false;plains;1
473;225;242;101;land;false;plains;1
474;203;196;232;land;false;urban;1
475;243;232;253;land;false;plains;1
476;247;239;233;land;false;plains;1
477;84;196;238;land;false;plains;1
478;123;238;195;land;false;plains;1
479;178;233;185;land;false;plains;1
480;164;173;226;land;false;plains;1
481;203;99;225;land;false;plains;1
482;244;252;21;land;false;plains;1
483;241;199;126;land;false;plains;1
484;150;195;198;land;false;plains;1
485;222;186;210;land;false;plains;1
486;171;186;213;land;false;plains;1
487;236;163;196;land;false;plains;1
488;230;194;112;land;false;plains;1
489;241;156;182;land;false;plains;1
490;85;240;216;land;false;plains;1
491;199;179;152;land;false;plains;1
492;194;176;198;land;false;plains;1
493;128;153;237;land;false;plains;1
494;238;179;91;land;false;plains;1
495;128;183;221;land;false;plains;1
496;177;241;113;land;false;plains;1
497;225;210;91;land;false;plains;1
498;234;180;100;land;false;plains;1
499;207;193;115;land;false;plains;1
500;252;171;198;land;false;plains;1
501;204;174;157;land;false;plains;1
502;252;162;110;land;false;plains;1
503;180;148;175;land;false;plains;1
504;234;130;232;land;false;plains;1
505;160;184;161;land;false;plains;1
506;220;167;186;land;false;plains;1
507;168;205;240;land;false;plains;1
508;116;175;235;land;false;plains;1
509;114;170;227;land;false;plains;1
510;249;109;146;land;false;plains;1
511;158;171;196;land;false;plains;1
512;102;242;181;land;false;plains;1
513;165;204;221;land;false;urban;1
514;142;146;233;land;false;plains;1
515;209;240;164;land;false;plains;1
516;252;141;145;land;false;plains;1
517;213;238;67;land;false;plains;1
518;183;119;240;land;false;plains;1
519;66;219;216;land;false;plains;1
520;224;227;146;land;false;plains;1
521;194;242;104;land;false;plains;1
522;193;240;188;land;false;plains;1
523;228;241;187;land;false;plains;1
524;232;137;145;land;false;plains;1
525;108;252;173;land;false;plains;1
526;65;195;242;land;false;plains;1
527;222;202;121;land;false;plains;1
528;243;147;175;land;false;plains;1
529;204;176;208;land;false;plains;1
530;178;236;208;land;false;plains;1
531;165;183;234;land;false;plains;1
532;224;155;231;land;false;plains;1
533;103;252;233;land;false;plains;1
534;247;199;237;land;false;plains;1
535;165;119;246;land;false;plains;1
536;176;243;140;land;false;plains;1
537;206;131;242;land;false;plains;1
538;67;244;215;land;false;plains;1
539;217;160;220;land;false;plains;1
540;215;205;254;land;false;plains;1
541;208;117;184;land;false;plains;1
542;229;87;195;land;false;plains;1
543;222;229;191;land;false;plains;1
544;195;244;182;land;false;plains;1
545;244;243;229;land;false;plains;1
546;205;205;200;land;false;plains;1
547;197;146;193;land;false;plains;1
548;215;71;229;land;false;plains;1
549;197;235;125;land;false;plains;1
550;192;205;173;land;false;urban;1
551;95;234;223;land;false;plains;1
552;197;210;175;land;false;plains;1
553;138;207;165;land;false;plains;1
554;197;133;223;land;false;plains;1
555;209;113;242;land;false;plains;1
556;86;241;175;land;false;plains;1
557;114;236;217;land;false;plains;1
558;228;71;251;land;false;plains;1
559;188;114;242;land;false;plains;1
560;242;222;118;land;false;plains;1
561;208;218;233;land;false;urban;1
562;223;85;203;land;false;plains;1
563;130;233;193;land;false;plains;1
564;205;224;116;land;false;plains;1
565;243;244;184;land;false;plains;1
566;75;247;228;land;false;plains;1
567;226;193;243;land;false;plains;1
568;194;165;239;land;false;plains;1
569;198;194;179;land;false;plains;1
570;123;249;238;land;false;plains;1
571;203;215;111;land;false;plains;1
572;173;155;240;land;false;plains;1
573;203;195;218;land;false;plains;1
574;104;193;250;land;false;plains;1
575;177;125;229;land;false;plains;1
576;106;206;189;land;false;urban;1
577;165;248;125;land;false;plains;1
578;59;251;244;land;false;plains;1
579;240;51;232;land;false;plains;1
580;165;197;226;land;false;plains;1
581;190;197;177;land;false;plains;1
582;131;207;194;land;false;plains;1
583;49;244;224;land;false;plains;1
584;231;49;240;land;false;plains;1
585;231;183;154;land;false;plains;1
586;178;242;240;land;false;plains;1
587;167;252;90;land;false;plains;1
588;82;195;234;land;false;plains;1
589;221;147;158;land;false;plains;1
590;166;138;219;land;false;plains;1
591;253;59;227;land;false;plains;1
592;225;230;113;land;false;plains;1
593;170;247;192;land;false;plains;1
594;176;246;243;land;false;plains;1
595;219;244;183;land;false;plains;1
596;126;232;225;land;false;plains;1
597;170;234;174;land;false;plains;1
598;103;235;192;land;false;plains;1
599;247;47;245;land;false;plains;1
600;61;245;196;land;false;plains;1
601;241;104;162;land;false;plains;1
602;144;197;248;land;false;plains;1
603;180;206;164;land;false;plains;1
604;220;141;211;land;false;plains;1
605;186;137;220;land;false;plains;1
606;233;171;254;land;false;plains;1
607;199;226;207;land;false;plains;1
608;241;97;251;land;false;plains;1
609;200;134;241;land;false;plains;1
610;240;205;141;land;false;plains;1
611;189;184;162;land;false;plains;1
612;158;220;225;land;false;plains;1
613;172;195;139;land;false;plains;1
614;229;197;205;land;false;plains;1
615;244;151;231;land;false;plains;1
616;213;67;232;land;false;plains;1
617;241;240;68;land;false;plains;1
618;190;225;240;land;false;plains;1
619;163;222;168;land;false;plains;1
620;92;246;169;land;false;plains;1
621;236;243;240;land;false;plains;1
622;215;93;231;land;false;plains;1
623;230;247;169;land;false;plains;1
624;241;186;122;land;false;plains;1
625;244;67;211;land;false;plains;1
626;131;224;163;land;false;plains;1
627;202;86;249;land;false;plains;1
628;181;172;153;land;false;plains;1
629;209;243;88;land;false;plains;1
630;156;212;235;land;false;plains;1
631;248;227;36;land;false;plains;1
632;203;175;215;land;false;plains;1
633;238;60;240;land;false;plains;1
634;231;208;169;land;false;plains;1
635;134;192;191;land;false;plains;1
636;207;122;194;land;false;plains;1
637;60;205;244;land;false;plains;1
638;183;240;194;land;false;plains;1
639;232;132;240;land;false;urban;1
640;134;222;146;land;false;plains;1
641;148;113;248;land;false;plains;1
642;135;177;250;land;false;plains;1
643;207;250;216;land;false;plains;1
644;127;215;216;land;false;plains;1
645;127;203;179;land;false;plains;1
646;146;198;234;land;false;plains;1
647;178;232;123;land;false;plains;1
648;163;216;175;land;false;plains;1
649;235;60;222;land;false;plains;1
650;165;201;136;land;false;plains;1
651;221;216;235;land;false;plains;1
652;151;229;218;land;false;plains;1
653;81;198;234;land;false;plains;1
654;211;244;90;land;false;plains;1
655;199;138;177;land;false;plains;1
656;162;137;204;land;false;plains;1
657;141;198;249;land;false;plains;1
658;171;165;178;land;false;plains;1
659;128;254;168;land;false;plains;1
660;200;176;142;land;false;plains;1
661;180;132;237;land;false;plains;1
662;44;219;241;land;false;plains;1
663;239;241;103;land;false;plains;1
664;152;166;239;land;false;plains;1
665;178;207;117;land;false;plains;1
666;240;23;252;land;false;plains;1
667;243;178;208;land;false;plains;1
668;251;146;179;land;false;plains;1
669;232;237;203;land;false;plains;1
670;238;117;236;land;false;plains;1
671;35;253;242;land;false;plains;1
672;166;205;163;land;false;plains;1
673;246;180;158;land;false;plains;1
674;118;177;210;land;false;urban;1
675;185;123;209;land;false;plains;1
676;132;240;142;land;false;plains;1
677;63;245;238;land;false;plains;1
678;224;109;251;land;false;plains;1
679;212;171;239;land;false;plains;1
680;195;209;143;land;false;plains;1
681;198;252;170;land;false;plains;1
682;200;229;217;land;false;plains;1
683;237;164;189;land;false;plains;1
684;190;219;99;land;false;plains;1
685;111;212;195;land;false;plains;1
686;238;186;170;land;false;plains;1
687;102;211;198;land;false;plains;1
688;199;179;154;land;false;plains;1
689;223;183;180;land;false;plains;1
690;244;112;231;land;false;plains;1
691;161;182;208;land;false;plains;1
692;107;217;189;land;false;plains;1
693;199;235;88;land;false;plains;1
694;139;165;244;land;false;plains;1
695;48;252;205;land;false;plains;1
696;233;178;158;land;false;plains;1
697;136;120;249;land;false;plains;1
698;209;210;225;land;false;plains;1
699;217;193;179;land;false;plains;1
700;162;251;245;land;false;plains;1
701;204;155;152;land;false;plains;1
702;238;229;175;land;false;plains;1
703;230;249;82;land;false;plains;1
704;246;136;205;land;false;plains;1
705;189;182;166;land;false;plains;1
706;133;183;244;land;false;plains;1
707;221;86;216;land;false;plains;1
708;190;237;124;land;false;plains;1
709;190;229;96;land;false;plains;1
710;231;160;125;land;false;plains;1
711;83;220;231;land;false;plains;1
712;196;234;133;land;false;plains;1
713;104;189;240;land;false;plains;1
714;203;121;233;land;false;plains;1
715;166;202;213;land;false;plains;1
716;86;249;239;land;false;plains;1
717;212;193;162;land;false;plains;1
718;232;182;94;land;false;plains;1
719;240;42;236;land;false;plains;1
720;176;203;168;land;false;plains;1
721;44;250;238;land;false;plains;1
722;168;219;253;land;false;plains;1
723;230;250;218;land;false;plains;1
724;242;162;125;land;false;plains;1
725;244;247;168;land;false;plains;1
726;246;241;117;land;false;plains;1
727;247;90;247;land;false;plains;1
728;128;200;180;land;false;plains;1
729;223;154;248;land;false;plains;1
730;152;251;223;land;false;plains;1
731;193;89;251;land;false;plains;1
732;206;202;193;land;false;plains;1
733;246;205;201;land;false;plains;1
734;184;203;229;land;false;plains;1
735;179;136;198;land;false;plains;1
736;148;221;139;land;false;plains;1
737;240;146;157;land;false;plains;1
738;226;154;137;land;false;plains;1
739;152;195;159;land;false;plains;1
740;253;137;182;land;false;plains;1
741;245;137;254;land;false;plains;1
742;239;129;151;land;false;plains;1
743;175;183;229;land;false;plains;1
744;103;236;170;land;false;urban;1
745;211;190;117;land;false;plains;1
746;105;184;217;land;false;plains;1
747;200;155;182;land;false;plains;1
748;242;106;227;land;false;plains;1
749;218;192;151;land;false;plains;1
750;109;233;221;land;false;plains;1
751;241;50;242;land;false;urban;1
752;239;166;147;land;false;plains;1
753;247;247;44;land;false;plains;1
754;237;213;70;land;false;plains;1
755;198;222;140;land;false;plains;1
756;94;221;243;land;false;plains;1
757;229;241;156;land;false;plains;1
758;203;199;171;land;false;plains;1
759;223;187;166;land;false;plains;1
760;230;252;138;land;false;plains;1
761;215;244;201;land;false;plains;1
762;226;236;76;land;false;plains;1
763;252;215;139;land;false;plains;1
764;198;187;233;land;false;plains;1
765;243;237;50;land;false;plains;1
766;191;142;232;land;false;plains;1
767;205;130;244;land;false;plains;1
768;191;232;205;land;false;plains;1
769;64;228;217;land;false;plains;1
770;219;217;208;land;false;plains;1
771;112;221;216;land;false;plains;1
772;163;196;204;land;false;plains;1
773;157;204;230;land;false;plains;1
774;143;212;179;land;false;plains;1
775;102;196;243;land;false;plains;1
776;139;219;180;land;false;urban;1
777;220;117;169;land;false;plains;1
778;224;239;164;land;false;plains;1
779;246;176;125;land;false;plains;1
780;126;225;199;land;false;plains;1
781;230;192;227;land;false;plains;1
782;232;179;166;land;false;urban;1
783;223;197;144;land;false;plains;1
784;207;182;212;land;false;plains;1
785;217;248;183;land;false;plains;1
786;154;211;182;land;false;plains;1
787;190;138;188;land;false;plains;1
788;112;192;211;land;false;plains;1
789;178;249;100;land;false;plains;1
790;113;194;219;land;false;plains;1
791;240;201;142;land;false;plains;1
792;87;206;230;land;false;plains;1
793;209;125;237;land;false;plains;1
794;241;61;216;land;false;plains;1
795;217;174;206;land;false;plains;1
796;231;226;242;land;false;plains;1
797;174;253;192;land;false;plains;1
798;203;145;165;land;false;plains;1
799;221;253;139;land;false;plains;1
800;165;193;161;land;false;plains;1
801;125;225;239;land;false;plains;1
802;100;225;250;land;false;plains;1
803;235;231;206;land;false;plains;1
804;187;141;219;land;false;plains;1
805;98;208;240;land;false;plains;1
806;143;238;191;land;false;plains;1
807;245;239;42;land;false;plains;1
808;240;249;110;land;false;plains;1
809;239;187;175;land;false;plains;1
810;108;225;253;land;false;plains;1
811;196;166;169;land;false;plains;1
812;164;191;153;land;false;plains;1
813;210;163;204;land;false;plains;1
814;227;225;98;land;false;plains;1
815;169;243;176;land;false;plains;1
816;60;225;233;land;false;plains;1
817;248;210;247;land;false;plains;1
818;194;252;96;land;false;plains;1
819;147;116;254;land;false;plains;1
820;53;243;237;land;false;plains;1
821;205;181;162;land;false;plains;1
822;126;253;241;land;false;plains;1
